title,time_published,summary,overall_sentiment_score,overall_sentiment_label,ticker,relevance_score,ticker_sentiment_score,ticker_sentiment_label
Check Out What Whales Are Doing With ORCL - Oracle  ( NYSE:ORCL ) ,20220930T203303,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.122527,Neutral,ORCL,0.82023,0.060307,Neutral
Oracle Fusion Cloud ERP Named a Leader for Fourth Consecutive Time in the 2022 Gartner® Magic Quadrant™ for Cloud ERP for Product-Centric Enterprises,20221003T140000,"Oracle Positioned as a Leader Furthest on Completeness of Vision and Highest in Ability to Execute AUSTIN, Texas, Oct. 3, 2022 /PRNewswire/ -- Oracle has been named a Leader for the fourth consecutive time in the 2022 Gartner® Magic Quadrant for Cloud ERP for Product-Centric Enterprises for ...",0.226602,Somewhat-Bullish,ORCL,0.819692,0.418402,Bullish
Warehouse Management System  ( WMS )  Market To Grow USD 11.28 Billion at a 17.1% CAGR by 2030 - Report by Market Research Future  ( MRFR ) ,20221003T150000,"New York, US, Oct. 03, 2022 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) , ""Warehouse Management System Market Information by Service Type, by Application and by Region - Forecast to 2030"", the market is poised to touch a valuation of USD ...",0.367821,Bullish,ORCL,0.029728,0.0,Neutral
Talent Management Software Market Worth USD 19.10 Billion at a CAGR of 16.2% CAGR by 2030 - Report by Market Research Future  ( MRFR ) ,20221004T115346,"New York, US, Oct. 04, 2022 ( GLOBE NEWSWIRE ) -- According to a comprehensive research report by Market Research Future ( MRFR ) , ""Talent Management Software Market, By Component, Deployment, Organization Size and Vertical - Global Forecast 2030, the market is anticipated to acquire a ...",0.361372,Bullish,ORCL,0.033562,0.194005,Somewhat-Bullish
$1000 Invested In Oracle 20 Years Ago Would Be Worth This Much Today - Oracle  ( NYSE:ORCL ) ,20221004T173622,"Oracle ORCL has outperformed the market over the past 20 years by 2.61% on an annualized basis producing an average annual return of 10.37%. Currently, Oracle has a market capitalization of $175.56 billion.",0.160819,Somewhat-Bullish,ORCL,0.983605,0.387251,Bullish
This Is What Whales Are Betting On Oracle - Oracle  ( NYSE:ORCL ) ,20221004T194413,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.082458,Neutral,ORCL,0.866386,0.158822,Somewhat-Bullish
"Palo Alto  ( PANW )  Gains From Higher Cyber Safety Demand, Tie Ups",20221005T142000,Palo Alto (PANW) continues to gain from the spurring demand for its cyber safety solutions and back-to-back strategic collaboration wins.,0.253835,Somewhat-Bullish,ORCL,0.233556,0.116639,Neutral
Explainer: How will Elon Musk pay for Twitter? | The Financial Express,20221007T031129,Explainer: How will Elon Musk pay for Twitter? The Financial Express ...,0.125269,Neutral,ORCL,0.076115,0.157976,Somewhat-Bullish
Explainer: How will Elon Musk pay for Twitter? | The Financial Express,20221007T031612,Explainer: How will Elon Musk pay for Twitter? The Financial Express ...,0.125269,Neutral,ORCL,0.076115,0.157976,Somewhat-Bullish
Explainer: How will Elon Musk pay for Twitter?,20221007T034200,"An image of Elon Musk is seen on a smartphone placed on printed Twitter logos in this picture illustration taken April 28, 2022. REUTERS/Dado Ruvic/Illustration/File Photo",0.106098,Neutral,ORCL,0.073773,0.180815,Somewhat-Bullish
"Project Bike Tech Adds Experience, Passion to Board of Directors",20221007T132100,"FRISCO, Colo., Oct. 7, 2022 /PRNewswire/ -- Project Bike Tech, the first high school bicycle education program of its kind, has named Jean-Pierre Salgado to its Board of Directors.",0.326552,Somewhat-Bullish,ORCL,0.165031,0.138832,Neutral
"Marketing Automation Market is expected to generate a revenue of USD 47.76 Billion by 2027, Globally, at 13.96% CAGR: Verified Market Research®",20221007T141500,"The Marketing Automation Market will rise as a result of rising IoT device penetration, advancements in big data and data analytics tools, desire for corporate automation, and demand for insights.",0.249018,Somewhat-Bullish,ORCL,0.039811,0.0,Neutral
Air Travel Market to reach USD 598.85 Billion by 2026 | Sourcing and Procurement Forecast and Analysis Report |SpendEdge,20221007T162200,"• What is the major supplier selection scope? Coverage of travel destinations, Value-added services, Transparency in pricing, and References and clientele. • What are the expected price changes in this market? The Air Travel Market is expected to have a CAGR of 16.09% during 2022-2026. • Who are ...",0.279951,Somewhat-Bullish,ORCL,0.100729,0.042948,Neutral
Here is What to Know Beyond Why Oracle Corporation  ( ORCL )  is a Trending Stock,20221010T130007,"Oracle (ORCL) has received quite a bit of attention from Zacks.com users lately. Therefore, it is wise to be aware of the facts that can impact the stock's prospects.",0.202184,Somewhat-Bullish,ORCL,0.523995,0.131921,Neutral
Sesame Software to Showcase Instant Data Warehouse and Fully Automated Data Pipelines at Oracle CloudWorld,20221010T205800,"Sesame Software's Relational Junction, available on Oracle Cloud Marketplace, provides secure and rapid data movement enabling robust reporting and analytics",0.15905,Somewhat-Bullish,ORCL,0.07031,0.0,Neutral
'The opportunity now is at these much lower valuations': Orlando Bravo's investing strategy after Nasdaq plunge.,20221011T155300,"As MarketWatch turns 25, we asked the software investing pioneer about what is next in software and private equity dealmaking.",0.192673,Somewhat-Bullish,ORCL,0.128995,0.058244,Neutral
Morning Scan: All the big stories to get you started for the day,20221012T030838,A round-up of the biggest articles from newspapers ...,0.091244,Neutral,ORCL,0.03448,-0.052649,Neutral
"Reconciliation Software Market Size [2022-2029] | Industry Share, Revenue, Key Players, CAGR, Demand and Sales Forecast",20221012T054125,"Pune, India, Oct. 12, 2022 ( GLOBE NEWSWIRE ) -- The increasing automation and optimization of reconciliation management is expected to aid the expansion of the market, states Fortune Business Insights, in a report, titled ""Reconciliation Software Market size, share & industry analysis, By ...",0.266182,Somewhat-Bullish,ORCL,0.049939,0.0,Neutral
Aviation Analytics Market worth $4.7 billion by 2027 - Exclusive Report by MarketsandMarkets™,20221012T104943,"Chicago, Oct. 12, 2022 ( GLOBE NEWSWIRE ) -- Aviation Analytics Market is projected to grow from USD 2.5 billion in 2022 to USD 4.7 billion by 2027, at a CAGR of 13.0% from 2022 to 2027, according to a new report by MarketsandMarkets™.",0.294617,Somewhat-Bullish,ORCL,0.081001,0.078419,Neutral
Oracle  ( ORCL )  Down 17.9% Since Last Earnings Report: Can It Rebound?,20221012T153003,Oracle (ORCL) reported earnings 30 days ago. What's next for the stock? We take a look at earnings estimates for some clues.,0.149589,Neutral,ORCL,0.416427,0.258194,Somewhat-Bullish
Production Company Behind 'Top Gun: Maverick' Raises Capital,20221013T203100,"Private-equity firm KKR bought into David Ellison's Skydance, as RedBird Capital and Tencent increased their stakes to bring the production company's valuation to $4 billion.",0.372214,Bullish,ORCL,0.459624,0.178223,Somewhat-Bullish
How Is The Market Feeling About Oracle? - Oracle  ( NYSE:ORCL ) ,20221014T154221,"Oracle's ORCL short percent of float has fallen 21.3% since its last report. The company recently reported that it has 13.12 million shares sold short, which is 0.85% of all regular shares that are available for trading. Based on its trading volume, it would take traders 1.7 days to cover their ...",0.241618,Somewhat-Bullish,ORCL,0.224903,0.085754,Neutral
Oracle  ( ORCL )  Stock Moves -1.37%: What You Should Know,20221014T215021,"Oracle (ORCL) closed at $64.31 in the latest trading session, marking a -1.37% move from the prior day.",0.094908,Neutral,ORCL,0.726435,0.135226,Neutral
Oracle Enhances Comprehensive and Integrated Data and Analytics Services to Empower Business Users,20221018T120600,"New innovations accelerate insights, improve predictions, and enhance integrations with Oracle Fusion Cloud Applications, Oracle Autonomous Database, and MySQL HeatWave",0.242603,Somewhat-Bullish,ORCL,0.803543,0.396694,Bullish
Melissa & Doug Plays to Win with Oracle Cloud,20221018T121000,"Tech-free toymaker automates business and IT processes to reduce costs, increase efficiency, and meet increasing global demand for imaginative play",0.286225,Somewhat-Bullish,ORCL,0.928594,0.452186,Bullish
People.ai Now Listed On Oracle Cloud Marketplace,20221018T130000,Enterprise revenue intelligence leader showcases the combined power of People.ai and Oracle during Oracle CloudWorld,0.243828,Somewhat-Bullish,ORCL,0.04161,0.0,Neutral
Salesforce Pops As Hedge Fund Starboard Discloses Stake In Software Maker,20221018T135100,Salesforce ( CRM ) popped on Tuesday after activist investor Starboard Value disclosed that it has taken a stake in the enterprise software maker. CRM stock had retreated 40% in 2022 amid a broad sell-off in the software sector.,0.181426,Somewhat-Bullish,ORCL,0.222838,0.252576,Somewhat-Bullish
Oracle Revolutionizes B2B Commerce to Reduce the Cost of Doing Business,20221019T120700,J.P. Morgan Payments and FedEx will help launch Oracle B2B Commerce to automate end-to-end processes,0.221241,Somewhat-Bullish,ORCL,0.79577,0.362091,Bullish
Oracle Whale Trades For October 19 - Oracle  ( NYSE:ORCL ) ,20221019T190809,"A whale with a lot of money to spend has taken a noticeably bearish stance on Oracle. Looking at options history for Oracle ORCL we detected 13 strange trades. If we consider the specifics of each trade, it is accurate to state that 15% of the investors opened trades with bullish expectations ...",0.139509,Neutral,ORCL,0.772528,0.047394,Neutral
WellSpan Taps Oracle Fusion Cloud Applications as it Reimagines the Future of Healthcare,20221020T120000,"Leading integrated healthcare delivery system consolidates finance, supply chain, and HR processes in the cloud LAS VEGAS, Oct. 20, 2022 /PRNewswire/ -- Oracle CloudWorld - WellSpan Health, a leading integrated healthcare system, has selected Oracle Fusion Cloud Applications Suite to unify ...",0.296204,Somewhat-Bullish,ORCL,0.911721,0.490683,Bullish
"With 7.5% CAGR, Human Resource Technology Market Size Worth USD 39.90 Billion In 2029",20221021T051658,"Pune, India, Oct. 21, 2022 ( GLOBE NEWSWIRE ) -- The global Human Resource ( HR ) technology market size was valued at USD 22.90 billion in 2021 and is projected to reach a valuation of USD 23.98 billion by 2022. The market is expected to reach USD 39.90 billion by 2029 with a CAGR of 7.5% during ...",0.352868,Bullish,ORCL,0.036587,0.136002,Neutral
"Oracle, Boeing And This Way To Play The Energy Sector Feature On CNBC's 'Final Trades' - iShares U.S. Oil & Gas Exploration & Production ETF  ( BATS:IEO ) , Boeing  ( NYSE:BA ) ",20221021T122603,"On CNBC's ""Halftime Report Final Trades,"" Shannon Saccocia of Boston Private said Oracle Corporation ORCL is ""expanding its business for small and medium size enterprises."" An important and growing aspect from the margins and earnings prospective is cloud, which accounts for about 30% of the ...",0.23424,Somewhat-Bullish,ORCL,0.554365,0.275184,Somewhat-Bullish
Investors Heavily Search Oracle Corporation  ( ORCL ) : Here is What You Need to Know,20221021T130007,"Oracle (ORCL) has been one of the stocks most watched by Zacks.com users lately. So, it is worth exploring what lies ahead for the stock.",0.221902,Somewhat-Bullish,ORCL,0.524949,0.13496,Neutral
Looking At Oracle's Recent Whale Trades - Oracle  ( NYSE:ORCL ) ,20221021T143318,"Someone with a lot of money to spend has taken a bearish stance on Oracle ORCL. We noticed this today when the big position showed up on publicly available options history that we track here at Benzinga. Whether this is an institution or just a wealthy individual, we don't know.",0.140905,Neutral,ORCL,0.832645,0.112475,Neutral
"Oracle Stock Is a 'Defensive Play' in Weaker Economy, Says Analyst",20221021T152800,"KeyBanc believes Oracle can outperform in a tougher economic environment as the prospects for a downturn are rising. On Friday, analyst Michael Turits raised his rating on Oracle ( ticker: ORCL ) stock to Overweight from Sector Weight, citing the software company's future growth potential.",0.167427,Somewhat-Bullish,ORCL,0.99188,0.294676,Somewhat-Bullish
"Oracle Analyst Boosts Guidance After It Shares FY26 Targets Of $65B Revenue, 45% Margin, 10% EPS Growth - Oracle  ( NYSE:ORCL ) ",20221021T192936,"JMP analyst Patrick Walravens maintained a Market Perform rating on Oracle Corp ORCL after attending Oracle CloudWorld 2022, the company's user conference in Las Vegas, Nevada, which also featured a financial analyst meeting, and after the stock has fallen ~21% YTD versus down ~32% for the Nasdaq.",0.07877,Neutral,ORCL,0.853391,0.199413,Somewhat-Bullish
SAP Unlikely To Quit Russia Before 2023 - SAP  ( NYSE:SAP ) ,20221024T180857,"SAP SE SAP will miss its deadline to exit Russia before 2022 ends after it failed to find a buyer for the unit, Reuters reported. In April, the Walldorf, Germany-based enterprise software company joined the likes of Oracle Corp ORCL and Salesforce Inc CRM in planning an exit from Russia after it ...",-0.066811,Neutral,ORCL,0.279015,0.177005,Somewhat-Bullish
Oracle  ( ORCL )  Gains But Lags Market: What You Should Know,20221024T215018,"Oracle (ORCL) closed at $72.92 in the latest trading session, marking a +0.3% move from the prior day.",0.148025,Neutral,ORCL,0.663374,0.270234,Somewhat-Bullish
